"INCIDENT INFO","DESCRIPTION","START_DT","MODIFIED_DT","QUADRANT","Longitude","Latitude","location","Count"
"Southbound Crowchild Trail at Nose Hill Drive NW","Single vehicle incident.","2017 May 02 02:21:34 AM","2017 May 02 02:22:53 AM","NW","-114.20324084378","51.11968378497","(51.11968378497, -114.203240843777)","1"
"Westbound Blackfoot Trail at 19 Street SE",". Multi vehicle incident.","2017 May 01 06:59:29 PM","2017 May 01 07:06:54 PM","SE","-114.01791508582","51.0374169049","(51.037416904899, -114.017915085819)","1"
"Southbound Stoney Trail south of 16 Avenue NE",". Single vehicle incident blocking the right lane","2017 May 01 06:27:58 PM","2017 May 01 06:41:37 PM","NE","-113.92973167107","51.06703024721","(51.067030247208, -113.929731671065)","1"
"Southbound Deerfoot Trail at Calfrobe Bridge SE",". There is a stalled vehicle on the right hand shoulder.","2017 May 01 04:45:03 PM","2017 May 01 04:55:52 PM","SE","-114.03917308623","50.99415667572","(50.994156675722, -114.039173086226)","1"
"14 Avenue at 44 Street SE","Two vehicle incident.","2017 May 01 04:18:04 PM","2017 May 01 04:19:43 PM","SE","-113.97000122933","51.04093696841","(51.040936968414, -113.970001229331)","1"
"Country Hills Boulevard at Coventry Hills Boulevard NE","Multi-vehicle incident.","2017 May 01 11:47:10 AM","2017 May 01 11:49:08 AM","NE","-114.05287931284","51.15429259378","(51.154292593781, -114.052879312838)","1"
"Eastbound Heritage Drive at Blackfoot Trail SE","Two vehicle incident. Blocking 1 left turn lane","2017 May 01 11:26:18 AM","2017 May 01 11:49:08 AM","SE","-114.05083164389","50.98065342725","(50.980653427245, -114.050831643892)","1"
"37 Avenue at 27 Street NE","Two vehicle incident.","2017 May 01 11:21:32 AM","2017 May 01 11:25:58 AM","NE","-113.99482527985","51.08665838061","(51.086658380612, -113.994825279849)","1"
"Eastbound 64 Avenue at 4 Street NE","Two vehicle incident. In the intersection","2017 May 01 08:38:17 AM","2017 May 01 08:40:39 AM","NE","-114.05742009555","51.11065449327","(51.110654493265, -114.057420095548)","1"
"Centre Street at 13 Avenue NE",". Structure fire blocking the right lane.","2017 May 01 08:08:17 AM","2017 May 01 08:19:21 AM","NE","-114.06251912101","51.06440534048","(51.064405340478, -114.062519121008)","1"
"Eastbound Glenmore at Deerfoot Trail SE","Two vehicle incident. In the right lane","2017 May 01 07:48:37 AM","2017 May 01 08:19:21 AM","SE","-114.03917308623","50.99415667572","(50.994156675722, -114.039173086226)","1"
"Northbound 14 Street at 75 Avenue SW","Stalled vehicle. In the left lane","2017 May 01 07:40:24 AM","2017 May 01 07:47:14 AM","SW","-114.0962515264","50.988136646","(50.988136646003, -114.096251526404)","1"
"Northbound Deerfoot Trail at 17 Avenue SE","Two vehicle incident. In the right lane.","2017 May 01 07:15:06 AM","2017 May 01 07:18:02 AM","SE","-114.00861199153","51.03703508745","(51.037035087454, -114.008611991531)","1"
"Dalhousie Drive at Dalfort Road NW","Traffic signals are flashing red. Crews have been dispatched.","2017 May 01 06:54:41 AM","2017 May 01 07:18:03 AM","NW","-114.1565612633","51.10569166914","(51.10569166914, -114.156561263298)","1"
"Northbound Macleod Trail at 210 Avenue SE","Two vehicle incident. Blocking the left lane.","2017 Apr 30 06:50:09 PM","2017 Apr 30 06:52:05 PM","SE","-114.04058498297","50.87048536304","(50.870485363039, -114.040584982974)","1"
"Hawkcliff Way at Hawkcliff Gate NW","There is an incident involving a pedestrian.","2017 Apr 30 02:48:15 PM","2017 Apr 30 02:49:37 PM","NW","-114.16535097762","51.12699092704","(51.126990927041, -114.165350977622)","1"
"Northbound Deerfoot Trail at Southland Drive SE","Multi-vehicle incident. Blocking the left lane","2017 Apr 30 01:18:14 PM","2017 Apr 30 02:49:37 PM","NW","-114.03622195779","50.97058953028","(50.970589530278, -114.036221957794)","1"
"Northbound Beddington Trail at Hidden Creek Drive NW","Two vehicle incident.","2017 Apr 30 12:42:37 PM","2017 Apr 30 12:51:26 PM","NW","-114.10599559134","51.15371157578","(51.153711575779, -114.10599559134)","1"
"Westbound Memorial Drive at Deerfoot Trail SE","Two vehicle incident. . . Blocking WB Memorial Dr","2017 Apr 30 10:24:33 AM","2017 Apr 30 10:45:39 AM","SE","-114.01943425564","51.04885987642","(51.048859876417, -114.019434255636)","1"
"Westbound 16 Avenue at 6 Street NE","Two vehicle incident.","2017 Apr 30 07:37:09 AM","2017 Apr 30 07:38:06 AM","NE","-114.04833149826","51.06688279691","(51.066882796907, -114.048331498263)","1"
"14 Street at 9 Avenue SW","Two vehicle incident.","2017 Apr 30 02:14:01 AM","2017 Apr 30 02:16:01 AM","SW","-114.09507612706","51.04561258995","(51.045612589951, -114.09507612706)","1"
"Centre Street between 7 Avenue and 8 Avenue SE","Two vehicle incident.","2017 Apr 29 06:13:51 PM","2017 Apr 29 06:14:50 PM","SE","-114.06294328128","51.04621208153","(51.046212081531, -114.062943281279)","1"
"17 Avenue at 45 Street SW","Traffic signals are flashing red. Crews have been dispatched.","2017 Apr 29 02:51:09 PM","2017 Apr 29 02:52:46 PM","SW","-114.1528166493","51.03780282802","(51.037802828023, -114.152816649302)","1"
"Eastbound Memorial Drive approaching Deerfoot Trail SE","Two vehicle incident. Blocking the right lane.","2017 Apr 29 02:39:39 PM","2017 Apr 29 02:52:46 PM","SE","-114.01943425564","51.04885987642","(51.048859876417, -114.019434255636)","1"
"Eastbound 32 Avenue at Rundlehorn Drive NE","Two vehicle incident. Blocking the left lane.","2017 Apr 29 01:37:23 PM","2017 Apr 29 01:38:40 PM","NE","-113.94102300787","51.0815818947","(51.081581894699, -113.94102300787)","1"
"4 Avenue at 5 Street SW","Two vehicle incident.","2017 Apr 29 12:48:58 PM","2017 Apr 29 12:49:58 PM","SW","-114.07357506393","51.04963437558","(51.049634375581, -114.07357506393)","1"
"Northbound Deerfoot Trail at Glenmore Trail SE","Single vehicle incident.","2017 Apr 29 12:36:18 PM","2017 Apr 29 12:49:58 PM","SE","-114.03917308623","50.99415667572","(50.994156675722, -114.039173086226)","1"
"Westbound Southland Drive at Deerfoot Trail SE","Multi-vehicle incident. Blocking the left lane","2017 Apr 29 12:07:26 PM","2017 Apr 29 12:09:42 PM","SE","-114.03622195779","50.97058953028","(50.970589530278, -114.036221957794)","1"
"10 Street at 16 Avenue NW","Multi-vehicle incident. Blocking northbound traffic","2017 Apr 29 11:24:05 AM","2017 Apr 29 11:51:18 AM","NW","-114.08555884659","51.0669849063","(51.066984906297, -114.08555884659)","1"
"1 Street at 11 Avenue SE","Two vehicle incident. Blocking two left lanes","2017 Apr 29 11:06:49 AM","2017 Apr 29 11:08:44 AM","SE","-114.0607967198","51.04230277305","(51.042302773046, -114.060796719801)","1"
"Canyon Meadows Drive at Queensland Drive SE","Two vehicle incident.","2017 Apr 29 07:54:55 AM","2017 Apr 29 07:56:34 AM","SE","-114.02710289583","50.93223066578","(50.932230665776, -114.027102895827)","1"
"10 Avenue at 14 Street SW","Two vehicle incident.","2017 Apr 29 03:38:08 AM","2017 Apr 29 03:38:56 AM","SW","-114.09476137912","51.04420981757","(51.044209817567, -114.094761379117)","1"
"194 Avenue at Chaparral Drive SE","Single vehicle incident.","2017 Apr 29 01:14:19 AM","2017 Apr 29 01:15:20 AM","SE","-114.03709014746","50.87698215907","(50.876982159073, -114.037090147463)","1"
"36 Street at 80 Avenue NE","Two vehicle incident.","2017 Apr 28 05:49:58 PM","2017 Apr 28 05:50:32 PM","NE","-113.98107656932","51.12520669112","(51.125206691121, -113.981076569323)","1"
"Northbound 24 Street at Anderson Road SW","Two vehicle incident.","2017 Apr 28 05:43:17 PM","2017 Apr 28 05:50:32 PM","SW","-114.11797900949","50.9523622848","(50.952362284799, -114.117979009491)","1"
"Barlow Trail at Centre Avenue NE","Two vehicle incident.","2017 Apr 28 05:15:38 PM","2017 Apr 28 05:17:24 PM","NE","-114.00177288727","51.05236477407","(51.052364774071, -114.001772887273)","1"
"80 Avenue at Marthas Way NE","Multi-vehicle incident.","2017 Apr 28 05:10:50 PM","2017 Apr 28 05:17:24 PM","NE","-113.95849021124","51.12489835514","(51.124898355141, -113.958490211238)","1"
"Harvest Hills Drive at Harvest Lake Way NE","Single vehicle incident.","2017 Apr 28 05:09:15 PM","2017 Apr 28 05:17:24 PM","NE","-114.04953542308","51.15121522087","(51.151215220874, -114.049535423083)","1"
"Eastbound 16 Avenue approaching Barlow Trail NE","Multi-vehicle incident. Blocking the right lane.","2017 Apr 28 05:06:04 PM","2017 Apr 28 05:17:24 PM","NE","-114.00775608303","51.06701182416","(51.067011824157, -114.007756083027)","1"
"On the ramp from Northbound Deerfoot Trail to Eastbound Peigan Trail SE","Multi-vehicle incident.","2017 Apr 28 04:57:35 PM","2017 Apr 28 05:17:24 PM","NW","-114.00490572306","51.01430990129","(51.014309901286, -114.004905723057)","1"
"Eastbound McKnight Boulevard approaching Deerfoot Trail NE","Two vehicle incident. Blocking left lane.","2017 Apr 28 04:49:49 PM","2017 Apr 28 04:51:56 PM","NE","-114.04781392799","51.09614755415","(51.096147554151, -114.047813927993)","1"
"Northbound Deerfoot Trail past 32 Avenue NE","Two vehicle incident. Blocking the right lane.","2017 Apr 28 04:35:14 PM","2017 Apr 28 04:51:56 PM","NE","-114.03952637029","51.09169294803","(51.091692948033, -114.039526370285)","1"
"Northbound Deerfoot Trail past 16 Avenue NE","Stalled vehicle. Blocking the left lane.","2017 Apr 28 04:22:09 PM","2017 Apr 28 04:25:23 PM","NW","-114.02655367341","51.06735453974","(51.067354539735, -114.026553673411)","1"
"McKenzie Lake Boulevard at Deerfoot Trail SE","Two vehicle incident.","2017 Apr 28 04:14:29 PM","2017 Apr 28 04:25:23 PM","SE","-113.97856549753","50.91651917268","(50.916519172676, -113.978565497529)","1"
"Northbound Deerfoot Trail approaching 64 Avenue NE","Two vehicle incident. In the right shoulder.","2017 Apr 28 02:47:50 PM","2017 Apr 28 02:49:44 PM","NE","-114.04923256354","51.11065211401","(51.11065211401, -114.049232563541)","1"
"16 Avenue at 29 Street NW","Two vehicle incident.","2017 Apr 28 02:41:09 PM","2017 Apr 28 02:49:44 PM","NW","-114.12915978413","51.06800331102","(51.068003311021, -114.129159784131)","1"
"1 Street at 3 Avenue SW","Two vehicle incident.","2017 Apr 28 11:30:44 AM","2017 Apr 28 11:31:48 AM","SW","-114.06514571494","51.05034623984","(51.050346239842, -114.065145714936)","1"
"Bow Trail at Sarcee Trail SW","Multi-vehicle incident.","2017 Apr 28 08:16:01 AM","2017 Apr 28 08:18:25 AM","SW","-114.16547691142","51.05336966153","(51.053369661528, -114.165476911424)","1"
"Eastbound John Laurie Boulevard at Shaganappi Trail NW","Two vehicle incident.","2017 Apr 28 08:13:34 AM","2017 Apr 28 08:18:25 AM","NW","-114.1422453949","51.11008863465","(51.110088634654, -114.142245394896)","1"
"Macleod Trail at 109 Avenue SE","Traffic signals are flashing red.","2017 Apr 28 06:50:49 AM","2017 Apr 28 06:52:08 AM","SE","-114.07178284265","50.95552532214","(50.955525322142, -114.071782842652)","1"
"Southbound Macleod Trail at 86 Avenue SE","Two vehicle incident.","2017 Apr 27 09:12:08 PM","2017 Apr 27 09:14:59 PM","NW","-114.07169293968","50.97590718059","(50.975907180588, -114.071692939683)","1"
"Southbound Metis Trail at 104 Avenue NE","Two vehicle incident.","2017 Apr 27 07:45:15 PM","2017 Apr 27 07:52:46 PM","NE","-113.97022147169","51.14728601473","(51.147286014726, -113.970221471688)","1"
"37 Street at 15 Avenue SW","Two vehicle incident.","2017 Apr 27 05:58:29 PM","2017 Apr 27 05:59:19 PM","NW","-114.14112283323","51.03968542304","(51.03968542304, -114.141122833225)","1"
"26 Avenue at 16 Street SW","Two vehicle incident.","2017 Apr 27 11:32:12 AM","2017 Apr 27 11:33:27 AM","SW","-114.09960393623","51.03043673446","(51.030436734456, -114.099603936232)","1"
"9 Avenue at 5 Street SW","Single vehicle incident.","2017 Apr 27 03:04:33 AM","2017 Apr 27 03:06:01 AM","SW","-114.07400937239","51.04490784038","(51.044907840381, -114.074009372389)","1"
"Westbound 90 Avenue at 24 Street SW","Two vehicle incident.","2017 Apr 26 06:21:16 PM","2017 Apr 26 06:50:42 PM","SW","-114.1183814137","50.97227029219","(50.972270292188, -114.118381413701)","1"
"80 Avenue and Metis Trail NE","Two vehicle incident.","2017 Apr 26 05:57:26 PM","2017 Apr 26 05:57:59 PM","NE","-113.97146116076","51.12529382703","(51.125293827034, -113.971461160756)","1"
"Southbound Macleod Trail at 31 Avenue SW","Multi-vehicle incident.","2017 Apr 26 04:49:24 PM","2017 Apr 26 04:50:48 PM","SW","-114.05917206932","51.02594010349","(51.025940103494, -114.059172069317)","1"
"36 Street at 5 Avenue NE","Two vehicle incident.","2017 Apr 26 12:54:01 PM","2017 Apr 26 12:55:33 PM","NE","-113.98235037313","51.05701536422","(51.057015364216, -113.982350373128)","1"
"Southbound 52 Street at Memorial Drive SE","Two vehicle incident.","2017 Apr 26 12:19:14 PM","2017 Apr 26 12:20:15 PM","SE","-113.95643973775","51.05328494925","(51.053284949249, -113.956439737746)","1"
"36 Street at 12 Avenue SE","Two vehicle incident.","2017 Apr 26 11:02:51 AM","2017 Apr 26 11:04:36 AM","SE","-113.9816497422","51.04248624197","(51.042486241967, -113.981649742196)","1"
"85 Street at Bow Trail SW","Two vehicle incident.","2017 Apr 26 10:47:36 AM","2017 Apr 26 10:49:25 AM","SW","-114.21086847738","51.0524393258","(51.052439325801, -114.21086847738)","1"
"Eastbound Marlborough Drive at 36 Street NE","Single vehicle incident.","2017 Apr 26 10:39:18 AM","2017 Apr 26 10:49:25 AM","NE","-113.98145784381","51.05953000813","(51.059530008133, -113.981457843807)","1"
"Eastbound 16 Avenue at Deerfoot Trail NE","Multi-vehicle incident.","2017 Apr 26 08:19:36 AM","2017 Apr 26 08:23:36 AM","NE","-114.02855129252","51.06737986934","(51.067379869342, -114.028551292521)","1"
"Eastbound McKnight Boulevard at 68 Street NE","Single vehicle incident.","2017 Apr 26 04:43:49 AM","2017 Apr 26 04:45:41 AM","NE","-113.93727859385","51.09616370105","(51.096163701053, -113.937278593851)","1"
"Westbound 11 Avenue at 2 Street SW",". The road is closed due to a building fire","2017 Apr 25 10:43:46 PM","2017 Apr 25 10:50:18 PM","SW","-114.06819308609","51.04253125612","(51.042531256117, -114.068193086086)","1"
"Southbound Deerfoot Trail at Stoney Trail SE","Single vehicle incident.","2017 Apr 25 08:22:24 PM","2017 Apr 25 08:23:41 PM","SE","-113.98661633474","50.89832085742","(50.898320857423, -113.986616334736)","1"
"Southbound Metis Trail at Stoney Trail NE","Two vehicle incident.","2017 Apr 25 08:12:57 PM","2017 Apr 25 08:23:41 PM","NE","-113.97493131928","51.17578588857","(51.175785888574, -113.974931319276)","1"
"Northbound Metis Trail approaching 80 Avenue NE","Two vehicle incident.","2017 Apr 25 04:47:43 PM","2017 Apr 25 04:48:20 PM","NE","-113.97146116076","51.12529382703","(51.125293827034, -113.971461160756)","1"
"69 Street at 34 Avenue SW","Two vehicle incident.","2017 Apr 25 04:10:55 PM","2017 Apr 25 04:13:04 PM","SW","-114.18767995363","51.02324903451","(51.023249034505, -114.187679953628)","1"
"Southbound Crowchild Trail at 5 Avenue NW","Multi-vehicle incident.","2017 Apr 25 03:43:31 PM","2017 Apr 25 03:44:39 PM","NW","-114.11846822707","51.05721799396","(51.057217993961, -114.118468227069)","1"
"Southbound 52 Street at McKnight Boulevard NE","Two vehicle incident.","2017 Apr 25 03:39:12 PM","2017 Apr 25 03:44:39 PM","NE","-113.95847506889","51.09541676054","(51.095416760537, -113.958475068889)","1"
"Memorial Drive at 68 Street NE","Two vehicle incident.","2017 Apr 25 12:52:28 PM","2017 Apr 25 12:53:39 PM","NE","-113.93555332575","51.05247350614","(51.052473506141, -113.935553325751)","1"
"Sunridge Boulevard at 29 Street NE","Single vehicle incident.","2017 Apr 25 09:38:42 AM","2017 Apr 25 09:40:06 AM","NE","-113.99251159618","51.07660483097","(51.076604830967, -113.992511596183)","1"
"Northbound 14 Street at Anderson Road SW","Multi-vehicle incident. . .","2017 Apr 25 08:38:43 AM","2017 Apr 25 08:42:07 AM","SW","-114.09734438419","50.95059070105","(50.950590701047, -114.097344384191)","1"
"Northbound 14 Street at 90 Avenue SW","Two vehicle incident. Blocking the centre lane","2017 Apr 25 08:22:29 AM","2017 Apr 25 08:25:27 AM","SW","-114.09630735632","50.97230190378","(50.972301903784, -114.096307356316)","1"
"Eastbound McKenzie Towne Boulevard at Deerfoot Trail SE","Two vehicle incident.","2017 Apr 25 08:20:07 AM","2017 Apr 25 08:25:27 AM","SE","-113.97418659955","50.91649194625","(50.916491946249, -113.974186599547)","1"
"Westbound Crowchild Trail at Stoney Trail NW","Single vehicle incident.","2017 Apr 25 07:41:39 AM","2017 Apr 25 07:49:51 AM","NW","-114.23433397433","51.13412290802","(51.134122908016, -114.234333974331)","1"
"Eastbound Memorial Drive at 8 Street NW","Two vehicle incident. Blocking the right lane.","2017 Apr 25 07:23:33 AM","2017 Apr 25 07:24:35 AM","NW","-114.07949264999","51.05476543077","(51.05476543077, -114.079492649993)","1"
"Westbound Stoney Trail at Deerfoot Trail NE","Single vehicle incident.","2017 Apr 25 07:10:45 AM","2017 Apr 25 07:24:35 AM","NE","-114.01539845521","51.17615172682","(51.176151726822, -114.015398455209)","1"
"Northbound Crowchild Trail at Stoney Trail NW","Two vehicle incident.","2017 Apr 25 07:08:15 AM","2017 Apr 25 07:24:35 AM","NW","-114.23433397433","51.13412290802","(51.134122908016, -114.234333974331)","1"
"Macleod Trail at Willow Park Drive SE","Traffic signals are flashing red. Crews have been dispatched.","2017 Apr 25 06:25:42 AM","2017 Apr 25 06:44:38 AM","SE","-114.07177813045","50.9575481359","(50.957548135903, -114.071778130449)","1"
"Southbound Macleod Trail at Willow Park Drive SE","Two vehicle incident.","2017 Apr 25 06:21:39 AM","2017 Apr 25 06:25:38 AM","SE","-114.07177813045","50.9575481359","(50.957548135903, -114.071778130449)","1"
